	LNR	Cluster_ID
12182	53903	9.0
12183	54206	7.0
12184	54220	10.0
12185	54855	4.0
12186	54860	0.0
12187	55171	3.0
12188	55173	4.0
12189	55178	3.0
12190	55184	5.0
12191	55503	7.0
12192	55814	10.0
12193	51011	3.0
12194	51316	3.0
12195	65944	10.0
12196	65953	10.0
12197	61491	7.0
12198	62116	8.0
12199	62120	10.0
12200	62122	7.0
12201	62450	7.0
12202	62755	8.0
12203	62757	5.0
12204	62759	8.0
12205	62765	7.0
12206	62769	1.0
12207	63398	9.0
12208	63714	6.0
12209	63721	7.0
12210	63728	7.0
12211	64361	8.0
12212	64365	5.0
12213	64373	3.0
12214	65332	9.0
12215	65644	2.0
12216	65973	7.0
12217	61172	9.0
12218	61177	3.0
12219	61182	6.0
12220	61190	7.0
12221	62146	9.0
12222	62458	7.0
12223	62459	9.0
12224	62773	9.0
12225	62791	3.0
12226	63102	4.0
12227	62428	8.0
12228	62733	4.0
12229	62743	7.0
12230	62748	0.0
12231	63376	6.0
12232	63384	8.0
12233	64342	10.0
12234	64347	5.0
12235	64657	10.0
12236	64977	7.0
12237	64989	10.0
12238	64990	2.0
12239	65307	2.0
12240	75748	10.0
12241	75752	6.0
12242	76060	9.0
12243	76063	6.0
12244	76073	9.0
12245	71279	1.0
12246	71288	2.0
12247	71915	7.0
12248	71930	9.0
12249	71932	3.0
12250	72236	8.0
12251	72246	3.0
12252	72247	3.0
12253	72561	9.0
12254	72562	5.0
12255	72887	10.0
12256	73201	8.0
12257	73526	9.0
12258	73838	8.0
12259	73855	10.0
12260	73856	7.0
12261	74479	3.0
12262	75126	3.0
12263	75133	3.0
12264	75766	9.0
12265	75769	3.0
12266	76085	9.0
12267	71303	3.0
12268	71306	3.0
12269	71632	9.0
12270	71633	6.0
12271	71935	10.0
12272	71939	4.0
12273	71942	3.0
12274	71943	3.0
12275	72261	3.0
12276	72272	9.0
12277	72579	10.0
12278	72914	7.0
12279	73217	3.0
12280	73227	9.0
12281	73230	5.0
12282	74194	10.0
12283	74513	5.0
12284	74833	10.0
12285	75783	10.0
12286	76103	10.0
12287	76111	10.0
12288	76117	9.0
12289	71331	3.0
12290	71637	9.0
12291	71643	3.0
12292	72276	3.0
12293	72598	6.0
12294	16760	6.0
12295	16794	6.0
12296	17083	8.0
12297	16813	9.0
12298	16815	10.0
12299	16817	7.0
12300	16828	3.0
12301	17124	6.0
12302	16542	7.0
12303	16547	7.0
12304	16550	7.0
12305	16861	8.0
12306	16865	2.0
12307	16874	2.0
12308	16882	7.0
12309	16888	7.0
12310	16579	7.0
12311	16902	7.0
12312	16599	7.0
12313	16636	2.0
12314	16969	7.0
12315	17637	10.0
12316	17307	7.0
12317	17316	7.0
12318	17642	3.0
12319	17325	6.0
12320	17336	9.0
12321	17344	3.0
12322	17345	7.0
12323	17685	7.0
12324	17780	7.0
12325	17784	7.0
12326	17793	2.0
12327	17430	7.0
12328	17449	7.0
12329	17463	8.0
12330	17177	3.0
12331	17181	6.0
12332	17511	8.0
12333	17205	9.0
12334	17207	10.0
12335	17520	8.0
12336	17234	6.0
12337	17541	3.0
12338	17556	10.0
12339	17257	6.0
12340	17574	10.0
12341	17580	3.0
12342	50458	6.0
12343	50462	7.0
12344	50770	6.0
12345	46247	7.0
12346	46575	10.0
12347	47227	9.0
12348	47229	9.0
12349	48212	1.0
12350	48531	7.0
12351	48541	10.0
12352	49180	3.0
12353	49186	9.0
12354	50158	5.0
12355	50792	5.0
12356	46275	6.0
12357	46588	7.0
12358	46602	8.0
12359	47244	6.0
12360	47251	9.0
12361	47255	10.0
12362	47898	7.0
12363	47905	6.0
12364	48235	2.0
12365	48236	6.0
12366	48886	4.0
12367	49200	10.0
12368	49208	6.0
12369	49521	6.0
12370	50164	9.0
12371	50167	3.0
12372	50176	2.0
12373	50180	10.0
12374	50489	7.0
12375	50819	10.0
12376	45958	4.0
12377	46617	7.0
12378	46939	10.0
12379	47601	10.0
12380	48252	6.0
12381	48571	2.0
12382	48892	2.0
12383	48898	10.0
12384	48907	10.0
12385	49220	8.0
12386	49546	10.0
12387	49861	2.0
12388	49873	4.0
12389	50183	10.0
12390	50195	9.0
12391	50196	5.0
12392	50507	5.0
12393	50516	2.0
12394	6479	3.0
12395	6788	7.0
12396	6794	3.0
12397	6796	7.0
12398	6486	10.0
12399	6496	6.0
12400	6513	10.0
12401	6518	6.0
12402	6823	10.0
12403	6529	3.0
12404	6535	9.0
12405	6540	10.0
12406	6853	7.0
12407	6548	3.0
12408	6549	10.0
12409	6560	9.0
12410	6570	3.0
12411	6571	10.0
12412	6572	10.0
12413	7234	9.0
12414	7237	6.0
12415	7239	3.0
12416	7584	7.0
12417	7596	7.0
12418	7599	7.0
12419	7264	5.0
12420	7276	7.0
12421	7604	8.0
12422	7717	9.0
12423	7310	5.0
12424	7316	7.0
12425	7633	9.0
12426	7323	6.0
12427	7329	7.0
12428	7642	9.0
12429	7656	7.0
12430	7346	9.0
12431	7359	5.0
12432	7675	3.0
12433	7678	2.0
12434	7369	10.0
12435	7685	3.0
12436	7700	5.0
12437	7083	3.0
12438	7084	4.0
12439	7096	8.0
12440	7405	3.0
12441	7412	1.0
12442	7415	10.0
12443	7107	3.0
12444	7126	10.0
12445	7131	6.0
12446	7143	7.0
12447	7157	9.0
12448	7461	8.0
12449	7173	3.0
12450	7183	3.0
12451	7194	7.0
12452	7201	5.0
12453	7206	3.0
12454	8162	5.0
12455	7871	9.0
12456	16733	7.0
12457	16734	3.0
12458	17138	9.0
12459	17149	8.0
12460	17157	8.0
12461	81439	2.0
12462	76648	3.0
12463	76651	3.0
12464	76974	9.0
12465	77285	9.0
12466	77608	6.0
12467	78242	4.0
12468	78251	8.0
12469	78562	10.0
12470	78571	6.0
12471	79200	2.0
12472	79216	3.0
12473	79523	5.0
12474	79844	9.0
12475	79851	9.0
12476	83462	5.0
12477	83787	3.0
12478	84745	9.0
12479	85071	9.0
12480	85395	6.0
12481	85397	10.0
12482	81891	3.0
12483	82525	10.0
12484	82843	7.0
12485	83174	9.0
12486	83493	6.0
12487	83802	3.0
12488	83806	10.0
12489	85086	5.0
12490	85099	10.0
12491	85411	3.0
12492	85721	7.0
12493	85727	10.0
12494	85731	9.0
12495	81587	9.0
12496	81598	10.0
12497	81914	3.0
12498	82234	7.0
12499	83183	5.0
12500	83188	10.0
12501	83189	10.0
12502	83507	10.0
12503	83835	10.0
12504	83836	5.0
12505	84468	7.0
12506	6990	9.0
12507	6996	0.0
12508	6711	2.0
12509	7013	9.0
12510	6733	2.0
12511	7039	7.0
12512	6742	6.0
12513	6745	2.0
12514	6750	3.0
12515	7052	5.0
12516	38688	9.0
12517	38696	7.0
12518	29330	2.0
12519	29349	9.0
12520	29352	2.0
12521	29365	7.0
12522	29375	9.0
12523	29381	10.0
12524	29397	3.0
12525	29678	3.0
12526	29403	7.0
12527	29404	10.0
12528	29706	10.0
12529	29727	9.0
12530	29448	10.0
12531	29451	7.0
12532	29156	7.0
12533	29157	3.0
12534	29461	9.0
12535	29473	10.0
12536	29172	3.0
12537	29202	3.0
12538	29205	10.0
12539	29534	9.0
12540	29225	10.0
12541	29240	8.0
12542	29576	10.0
12543	30221	7.0
12544	30224	7.0
12545	30225	9.0
12546	29903	10.0
12547	30252	8.0
12548	30258	10.0
12549	29940	7.0
12550	29953	7.0
12551	29971	10.0
12552	30394	9.0
12553	29996	10.0
12554	29998	5.0
12555	30003	10.0
12556	30012	10.0
12557	30318	9.0
12558	39189	10.0
12559	38888	2.0
12560	38892	3.0
12561	38593	2.0
12562	38598	10.0
12563	38913	9.0
12564	38915	7.0
12565	38919	3.0
12566	38927	5.0
12567	38624	10.0
12568	38630	9.0
12569	38634	6.0
12570	38636	7.0
12571	38950	7.0
12572	38960	6.0
12573	38961	3.0
12574	38647	5.0
12575	38655	9.0
12576	38670	6.0
12577	38678	8.0
12578	38987	10.0
12579	38682	8.0
12580	58812	9.0
12581	58825	9.0
12582	59452	9.0
12583	59458	9.0
12584	59466	7.0
12585	59771	6.0
12586	59780	8.0
12587	59789	9.0
12588	60093	7.0
12589	60106	6.0
12590	54295	10.0
12591	54936	6.0
12592	54940	9.0
12593	54947	6.0
12594	55582	9.0
12595	55587	10.0
12596	55895	9.0
12597	55896	1.0
12598	55909	10.0
12599	51088	7.0
12600	51735	9.0
12601	52063	6.0
12602	52385	10.0
12603	52387	10.0
12604	53670	6.0
12605	53682	9.0
12606	54633	10.0
12607	54954	10.0
12608	54957	2.0
12609	54958	2.0
12610	60382	7.0
12611	60697	7.0
12612	60701	4.0
12613	60702	7.0
12614	56560	3.0
12615	56569	10.0
12616	56875	2.0
12617	56876	3.0
12618	57836	10.0
12619	58162	3.0
12620	58801	10.0
12621	58806	5.0
12622	58807	9.0
12623	59443	3.0
12624	59757	10.0
12625	59769	3.0
12626	60082	8.0
12627	60088	8.0
12628	60714	10.0
12629	60717	3.0
12630	60724	9.0
12631	61032	10.0
12632	61035	9.0
12633	56578	3.0
12634	56908	3.0
12635	57212	3.0
12636	57221	9.0
12637	57542	3.0
12638	57545	10.0
12639	57549	9.0
12640	57855	8.0
12641	57860	10.0
12642	57864	9.0
12643	57868	5.0
12644	58174	6.0
12645	58176	3.0
12646	58178	5.0
12647	58505	3.0
12648	58509	9.0
12649	47512	10.0
12650	48486	2.0
12651	49137	6.0
12652	49467	7.0
12653	49797	5.0
12654	50108	10.0
12655	50428	5.0
12656	50760	9.0
12657	45892	3.0
12658	45895	1.0
12659	45907	3.0
12660	46223	6.0
12661	46563	5.0
12662	48189	7.0
12663	48513	10.0
12664	49165	3.0
12665	49480	1.0
12666	49483	6.0
12667	49486	3.0
12668	49810	9.0
12669	55271	10.0
12670	55280	2.0
12671	55608	5.0
12672	55912	9.0
12673	55915	5.0
12674	51094	9.0
12675	51436	5.0
12676	52088	7.0
12677	52400	5.0
12678	52401	6.0
12679	53043	2.0
12680	53364	7.0
12681	53375	5.0
12682	53376	10.0
12683	53378	9.0
12684	54015	9.0
12685	54021	2.0
12686	58720	3.0
12687	58723	6.0
12688	58728	2.0
12689	59360	4.0
12690	59673	10.0
12691	59683	10.0
12692	60008	6.0
12693	60952	3.0
12694	60953	3.0
12695	60955	9.0
12696	56185	3.0
12697	56496	5.0
12698	56817	3.0
12699	56826	5.0
12700	57148	3.0
12701	25731	7.0
12702	25735	5.0
12703	25753	8.0
12704	25444	7.0
12705	25761	3.0
12706	25768	9.0
12707	25769	9.0
12708	25475	2.0
12709	26465	6.0
12710	26470	9.0
12711	26487	2.0
12712	26504	10.0
12713	26512	10.0
12714	26179	5.0
12715	26608	9.0
12716	26204	9.0
12717	26519	8.0
12718	26571	3.0
12719	26260	7.0
12720	26264	3.0
12721	26269	9.0
12722	26594	8.0
12723	26284	10.0
12724	25990	3.0
12725	26018	6.0
12726	26019	7.0
12727	26057	3.0
12728	26062	9.0
12729	26067	5.0
12730	26074	3.0
12731	26394	0.0
12732	26094	8.0
12733	26114	6.0
12734	35620	6.0
12735	35632	7.0
12736	35634	2.0
12737	36049	9.0
12738	35943	3.0
12739	35947	3.0
12740	35957	9.0
12741	35965	7.0
12742	35972	7.0
12743	35975	6.0
12744	35681	9.0
12745	35692	10.0
12746	6363	8.0
12747	6366	10.0
12748	6368	3.0
12749	6371	2.0
12750	6372	3.0
12751	6415	7.0
12752	6115	10.0
12753	6427	6.0
12754	6135	3.0
12755	6136	7.0
12756	6143	2.0
12757	6160	7.0
12758	5855	7.0
12759	5857	10.0
12760	6186	7.0
12761	6192	7.0
12762	5884	10.0
12763	6204	10.0
12764	6214	10.0
12765	5903	5.0
12766	5919	2.0
12767	6239	10.0
12768	5922	9.0
12769	5928	8.0
12770	5934	3.0
12771	6586	8.0
12772	6916	7.0
12773	6918	3.0
12774	6605	10.0
12775	6928	3.0
12776	6622	10.0
12777	6626	7.0
12778	6949	2.0
12779	6643	8.0
12780	6658	2.0
12781	6665	5.0
12782	6979	6.0
12783	6684	10.0
12784	15551	3.0
12785	15847	7.0
12786	15852	7.0
12787	15561	7.0
12788	15573	9.0
12789	15594	5.0
12790	15290	7.0
12791	15296	8.0
12792	15300	6.0
12793	15315	7.0
12794	15629	7.0
12795	15631	8.0
12796	15322	5.0
12797	15331	5.0
12798	15669	10.0
12799	15385	3.0
12800	15708	6.0
12801	16050	10.0
12802	40284	5.0
12803	40293	10.0
12804	39993	10.0
12805	40317	3.0
12806	44936	10.0
12807	44938	9.0
12808	44946	10.0
12809	45271	10.0
12810	41101	7.0
12811	41741	10.0
12812	42074	6.0
12813	42079	2.0
12814	42396	7.0
12815	43035	3.0
12816	43348	10.0
12817	43663	9.0
12818	43991	6.0
12819	44310	7.0
12820	44313	10.0
12821	44629	3.0
12822	44955	1.0
12823	41117	5.0
12824	41121	10.0
12825	41439	10.0
12826	41440	3.0
12827	42406	10.0
12828	42414	1.0
12829	43364	9.0
12830	43366	10.0
12831	43371	3.0
12832	43372	5.0
12833	43691	3.0
12834	43692	3.0
12835	43695	5.0
12836	44019	3.0
12837	48463	7.0
12838	50096	9.0
12839	50405	7.0
12840	50413	10.0
12841	50744	3.0
12842	46529	3.0
12843	47190	10.0
12844	68274	10.0
12845	68286	3.0
12846	68932	10.0
12847	69560	7.0
12848	69877	10.0
12849	70203	10.0
12850	70841	10.0
12851	70844	9.0
12852	71167	3.0
12853	66386	3.0
12854	66699	10.0
12855	67669	5.0
12856	67988	3.0
12857	67992	9.0
12858	68305	3.0
12859	68615	2.0
12860	69577	9.0
12861	69578	3.0
12862	69910	7.0
12863	70214	2.0
12864	70224	3.0
12865	70232	3.0
12866	70549	9.0
12867	71190	6.0
12868	67035	10.0
12869	67369	3.0
12870	67687	3.0
12871	67688	3.0
12872	68320	3.0
12873	68961	3.0
12874	68967	10.0
12875	69612	9.0
12876	69915	10.0
12877	69916	2.0
12878	69920	3.0
12879	69932	3.0
12880	70238	10.0
12881	70239	3.0
12882	70243	2.0
12883	70564	3.0
12884	70566	1.0
12885	70571	4.0
12886	70874	3.0
12887	70877	3.0
12888	70882	9.0
12889	70892	3.0
12890	66430	9.0
12891	67705	9.0
12892	77505	1.0
12893	77509	5.0
12894	77817	10.0
12895	77819	7.0
12896	77836	10.0
12897	78141	8.0
12898	78150	8.0
12899	78152	9.0
12900	78464	3.0
12901	78476	1.0
12902	78779	2.0
12903	9032	2.0
12904	9033	10.0
12905	9344	3.0
12906	9354	10.0
12907	9050	7.0
12908	9078	3.0
12909	9092	3.0
12910	9402	3.0
12911	10073	9.0
12912	10085	3.0
12913	10087	3.0
12914	10095	3.0
12915	9763	10.0
12916	10109	9.0
12917	10118	2.0
12918	9782	6.0
12919	9795	10.0
12920	9797	2.0
12921	10148	3.0
12922	9846	9.0
12923	9855	7.0
12924	10180	9.0
12925	9871	5.0
12926	9880	6.0
12927	10192	9.0
12928	10200	9.0
12929	9896	10.0
12930	9901	10.0
12931	18491	8.0
12932	18503	7.0
12933	18844	10.0
12934	18853	10.0
12935	18854	5.0
12936	18876	5.0
12937	19514	3.0
12938	19215	9.0
12939	19536	10.0
12940	19543	5.0
12941	19548	10.0
12942	19240	5.0
12943	19660	2.0
12944	19675	9.0
12945	19260	7.0
12946	19569	9.0
12947	19571	7.0
12948	19282	10.0
12949	19290	10.0
12950	19291	9.0
12951	19296	7.0
12952	19309	9.0
12953	38296	10.0
12954	37998	10.0
12955	38318	3.0
12956	38009	10.0
12957	38017	7.0
12958	38021	7.0
12959	38047	7.0
12960	38050	7.0
12961	38054	10.0
12962	38380	4.0
12963	38074	9.0
12964	38075	6.0
12965	38382	9.0
12966	39045	9.0
12967	39048	3.0
12968	38724	9.0
12969	38731	5.0
12970	39069	10.0
12971	39094	7.0
12972	38762	5.0
12973	38766	3.0
12974	39111	3.0
12975	38787	10.0
12976	38796	3.0
12977	38797	3.0
12978	38817	7.0
12979	39131	3.0
12980	39152	10.0
12981	38855	6.0
12982	38863	10.0
12983	48001	7.0
12984	48645	7.0
12985	48982	3.0
12986	49299	3.0
12987	49313	8.0
12988	50263	7.0
12989	50268	10.0
12990	50600	10.0
12991	45743	3.0
12992	46061	5.0
12993	46389	10.0
12994	47040	10.0
12995	47048	3.0
12996	47364	10.0
12997	47365	6.0
12998	47689	9.0
12999	48341	9.0
13000	48997	7.0
13001	49324	7.0
13002	49968	10.0
13003	50286	5.0
13004	84219	9.0
13005	84844	10.0
13006	84853	9.0
13007	85497	3.0
13008	81666	10.0
13009	82624	3.0
13010	82633	5.0
13011	82943	10.0
13012	82944	8.0
13013	83269	4.0
13014	83273	5.0
13015	83598	9.0
13016	84223	3.0
13017	84232	10.0
13018	84542	3.0
13019	84549	2.0
13020	84861	9.0
13021	84865	3.0
13022	84878	8.0
13023	81693	3.0
13024	82003	7.0
13025	82009	7.0
13026	82019	5.0
13027	82336	10.0
13028	82338	10.0
13029	82964	10.0
13030	82965	7.0
13031	82974	10.0
13032	83284	3.0
13033	83608	7.0
13034	8751	3.0
13035	8753	7.0
13036	8757	5.0
13037	8442	3.0
13038	8444	5.0
13039	8454	3.0
13040	8762	3.0
13041	8797	9.0
13042	8800	10.0
13043	9432	10.0
13044	9123	3.0
13045	9449	5.0
13046	9464	9.0
13047	9471	9.0
13048	9479	3.0
13049	9582	3.0
13050	9588	5.0
13051	9186	2.0
13052	9207	3.0
13053	9211	5.0
13054	9507	4.0
13055	9516	10.0
13056	9236	9.0
13057	9556	3.0
13058	9568	8.0
13059	9570	6.0
13060	9321	6.0
13061	59887	3.0
13062	60193	10.0
13063	46414	4.0
13064	46420	3.0
13065	46733	10.0
13066	46746	10.0
13067	47058	7.0
13068	47393	3.0
13069	47401	10.0
13070	48365	8.0
13071	48379	5.0
13072	49015	10.0
13073	49019	8.0
13074	49021	7.0
13075	50303	5.0
13076	50309	3.0
13077	50315	7.0
13078	50644	10.0
13079	45780	10.0
13080	45783	9.0
13081	45788	9.0
13082	46098	3.0
13083	46100	10.0
13084	46106	9.0
13085	46423	10.0
13086	46434	9.0
13087	46769	10.0
13088	47079	10.0
13089	47731	10.0
13090	48389	4.0
13091	48721	7.0
13092	49033	10.0
13093	49035	9.0
13094	49042	3.0
13095	49680	9.0
13096	49692	10.0
13097	50012	3.0
13098	58586	10.0
13099	59217	3.0
13100	59230	10.0
13101	59546	7.0
13102	59548	7.0
13103	59863	3.0
13104	60188	7.0
13105	60491	9.0
13106	60818	7.0
13107	60826	4.0
13108	56033	9.0
13109	56044	3.0
13110	56048	9.0
13111	56049	3.0
13112	56354	3.0
13113	56355	10.0
13114	56365	9.0
13115	56673	10.0
13116	57325	7.0
13117	58274	7.0
13118	58289	0.0
13119	58609	9.0
13120	59878	9.0
13121	34307	3.0
13122	34630	2.0
13123	34660	8.0
13124	34661	4.0
13125	34363	7.0
13126	34384	3.0
13127	34395	9.0
13128	34396	10.0
13129	34696	3.0
13130	34699	4.0
13131	34405	7.0
13132	34712	5.0
13133	43832	7.0
13134	44159	7.0
13135	44470	2.0
13136	44472	7.0
13137	45122	8.0
13138	40626	10.0
13139	40644	1.0
13140	40645	9.0
13141	40954	10.0
13142	41617	3.0
13143	41922	2.0
13144	41933	5.0
13145	42564	6.0
13146	42576	5.0
13147	42891	3.0
13148	43203	3.0
13149	43844	7.0
13150	44172	10.0
13151	44178	9.0
13152	44498	10.0
13153	44814	3.0
13154	45140	9.0
13155	45142	8.0
13156	45463	10.0
13157	40655	10.0
13158	40665	9.0
13159	41297	5.0
13160	41300	3.0
13161	41950	2.0
13162	41956	10.0
13163	42279	10.0
13164	42916	9.0
13165	43229	9.0
13166	43233	7.0
13167	43880	1.0
13168	44191	7.0
13169	44196	3.0
13170	44509	9.0
13171	44513	2.0
13172	44517	5.0
13173	44523	7.0
13174	44524	6.0
13175	45158	5.0
13176	45167	10.0
13177	83861	3.0
13178	83880	9.0
13179	84503	9.0
13180	84825	3.0
13181	84826	3.0
13182	84827	10.0
13183	84832	9.0
13184	85153	3.0
13185	85782	3.0
13186	85786	10.0
13187	81642	3.0
13188	7889	9.0
13189	7899	3.0
13190	7905	5.0
13191	7906	6.0
13192	7913	10.0
13193	8325	3.0
13194	8333	3.0
13195	8337	7.0
13196	7929	9.0
13197	7935	7.0
13198	8236	5.0
13199	7954	5.0
13200	8247	9.0
13201	8257	3.0
13202	7965	8.0
13203	8005	3.0
13204	8012	3.0
13205	8037	3.0
13206	7760	7.0
13207	8069	3.0
13208	7765	7.0
13209	7775	0.0
13210	7780	9.0
13211	8100	3.0
13212	7782	2.0
13213	7783	3.0
13214	8102	9.0
13215	8119	3.0
13216	8126	7.0
13217	8132	3.0
13218	7822	3.0
13219	8148	5.0
13220	8490	8.0
13221	8495	9.0
13222	8510	3.0
13223	8845	9.0
13224	8849	3.0
13225	8543	9.0
13226	8544	7.0
13227	8969	7.0
13228	8890	7.0
13229	8590	3.0
13230	8906	8.0
13231	8615	2.0
13232	69375	3.0
13233	69378	2.0
13234	70021	9.0
13235	70659	9.0
13236	70977	9.0
13237	66204	9.0
13238	66525	9.0
13239	66849	7.0
13240	67166	10.0
13241	67803	3.0
13242	68119	9.0
13243	68756	9.0
13244	68759	10.0
13245	69411	3.0
13246	69720	6.0
13247	70034	6.0
13248	70036	7.0
13249	70677	10.0
13250	80173	8.0
13251	80177	10.0
13252	80802	10.0
13253	81131	10.0
13254	81441	3.0
13255	76658	3.0
13256	76661	9.0
13257	76671	3.0
13258	77300	6.0
13259	77312	7.0
13260	77621	5.0
13261	77945	3.0
13262	78264	2.0
13263	78594	9.0
13264	78595	7.0
13265	79540	3.0
13266	79541	7.0
13267	79552	7.0
13268	79555	7.0
13269	79865	5.0
13270	80180	7.0
13271	80191	8.0
13272	80502	7.0
13273	81140	10.0
13274	81143	5.0
13275	81152	5.0
13276	81469	3.0
13277	81475	9.0
13278	77006	6.0
13279	77007	2.0
13280	77329	7.0
13281	77330	7.0
13282	77333	3.0
13283	77973	2.0
13284	78290	3.0
13285	78599	8.0
13286	57607	2.0
13287	58235	10.0
13288	58236	2.0
13289	58245	7.0
13290	58882	5.0
13291	59208	10.0
13292	59516	3.0
13293	59836	6.0
13294	59837	9.0
13295	60164	10.0
13296	56021	3.0
13297	56333	9.0
13298	56349	6.0
13299	56659	9.0
13300	56668	3.0
13301	56979	2.0
13302	57302	3.0
13303	57309	3.0
13304	57939	1.0
13305	57945	8.0
13306	68072	10.0
13307	68391	10.0
13308	69015	3.0
13309	69346	3.0
13310	70297	3.0
13311	70616	10.0
13312	70630	3.0
13313	70935	10.0
13314	70950	3.0
13315	71269	9.0
13316	66484	3.0
13317	66804	5.0
13318	66811	3.0
13319	67754	8.0
13320	68084	9.0
13321	68085	9.0
13322	68406	3.0
13323	68411	10.0
13324	68722	3.0
13325	68726	3.0
13326	69033	3.0
13327	69045	9.0
13328	69354	9.0
13329	69368	9.0
13330	69995	10.0
13331	70971	3.0
13332	66502	8.0
13333	66820	5.0
13334	67136	10.0
13335	67464	2.0
13336	67789	10.0
13337	67793	3.0
13338	68107	7.0
13339	68415	5.0
13340	78930	7.0
13341	79243	10.0
13342	79248	9.0
13343	79250	7.0
13344	79564	10.0
13345	79568	6.0
13346	80218	5.0
13347	80845	3.0
13348	81175	6.0
13349	76379	3.0
13350	76706	3.0
13351	77032	6.0
13352	77034	2.0
13353	77344	6.0
13354	77660	8.0
13355	77661	3.0
13356	77982	6.0
13357	77985	6.0
13358	77992	7.0
13359	78316	2.0
13360	78627	7.0
13361	78632	3.0
13362	78946	10.0
13363	79262	7.0
13364	79271	3.0
13365	79273	8.0
13366	79902	5.0
13367	79919	3.0
13368	80231	2.0
13369	80236	10.0
13370	80875	7.0
13371	81186	10.0
13372	81190	9.0
13373	76723	5.0
13374	77360	7.0
13375	77361	8.0
13376	85105	5.0
13377	85107	9.0
13378	85112	3.0
13379	85120	5.0
13380	81600	4.0
13381	81923	9.0
13382	82571	3.0
13383	83846	9.0
13384	84167	9.0
13385	84173	9.0
13386	84494	3.0
13387	85125	9.0
13388	85134	3.0
13389	85455	3.0
13390	85764	3.0
13391	85775	7.0
13392	81632	5.0
13393	82263	10.0
13394	82597	9.0
13395	82909	8.0
13396	82917	3.0
13397	83220	3.0
13398	83223	7.0
13399	74848	3.0
13400	75171	9.0
13401	75173	7.0
13402	75492	8.0
13403	75805	7.0
13404	76119	6.0
13405	76135	7.0
13406	71338	10.0
13407	71661	10.0
13408	72301	2.0
13409	72619	10.0
13410	72625	10.0
13411	72628	7.0
13412	72632	4.0
13413	77597	9.0
13414	77910	9.0
13415	77914	10.0
13416	78223	6.0
13417	78224	7.0
13418	78554	5.0
13419	78865	6.0
13420	78875	7.0
13421	79185	5.0
13422	79820	3.0
13423	79836	7.0
13424	80142	2.0
13425	80152	3.0
13426	80157	3.0
13427	80479	6.0
13428	82062	3.0
13429	82388	3.0
13430	82399	3.0
13431	82705	2.0
13432	82713	3.0
13433	82716	3.0
13434	83022	10.0
13435	83024	10.0
13436	83995	9.0
13437	84000	2.0
13438	84636	3.0
13439	84943	9.0
13440	85591	3.0
13441	85598	10.0
13442	81765	2.0
13443	82081	10.0
13444	82083	10.0
13445	82088	7.0
13446	82408	8.0
13447	82412	7.0
13448	82723	8.0
13449	82729	8.0
13450	82735	7.0
13451	83040	10.0
13452	83363	5.0
13453	83692	5.0
13454	84331	1.0
13455	84334	10.0
13456	84651	3.0
13457	3784	6.0
13458	3474	3.0
13459	14307	5.0
13460	14328	2.0
13461	14019	9.0
13462	14027	3.0
13463	14339	3.0
13464	14352	3.0
13465	14354	2.0
13466	14043	7.0
13467	14044	10.0
13468	22904	10.0
13469	23220	9.0
13470	23227	7.0
13471	22922	9.0
13472	22925	2.0
13473	23240	10.0
13474	22955	9.0
13475	22957	3.0
13476	23260	3.0
13477	23918	10.0
13478	23956	7.0
13479	23964	9.0
13480	23644	3.0
13481	23984	2.0
13482	23659	3.0
13483	23668	1.0
13484	23676	3.0
13485	24087	3.0
13486	23682	10.0
13487	24008	2.0
13488	23704	8.0
13489	24019	3.0
13490	24028	2.0
13491	23722	2.0
13492	23724	2.0
13493	24046	3.0
13494	24074	5.0
13495	23758	7.0
13496	23766	3.0
13497	23459	9.0
13498	23469	3.0
13499	23794	6.0
13500	23496	7.0
13501	23807	3.0
13502	23820	4.0
13503	23821	7.0
13504	23853	8.0
13505	23546	9.0
13506	23559	10.0
13507	23578	9.0
13508	23894	10.0
13509	23895	9.0
13510	23901	7.0
13511	24218	3.0
13512	24219	3.0
13513	24227	7.0
13514	24234	7.0
13515	24542	7.0
13516	24552	10.0
13517	24239	5.0
13518	24557	9.0
13519	24566	6.0
13520	24569	9.0
13521	24570	6.0
13522	24573	3.0
13523	24578	10.0
13524	80793	2.0
13525	80798	9.0
13526	81119	9.0
13527	71240	9.0
13528	66461	6.0
13529	66463	9.0
13530	66466	9.0
13531	66469	10.0
13532	66786	6.0
13533	67432	3.0
13534	67743	10.0
13535	67748	9.0
13536	73076	7.0
13537	73727	7.0
13538	73731	8.0
13539	74363	7.0
13540	74368	4.0
13541	75012	2.0
13542	75638	3.0
13543	76289	9.0
13544	72138	5.0
13545	72147	7.0
13546	72466	3.0
13547	72474	7.0
13548	73097	10.0
13549	74069	1.0
13550	74394	10.0
13551	75026	9.0
13552	75036	3.0
13553	75351	9.0
13554	75658	7.0
13555	75666	10.0
13556	75995	2.0
13557	75997	3.0
13558	76309	3.0
13559	72166	7.0
13560	72476	10.0
13561	72477	7.0
13562	72809	6.0
13563	73120	8.0
13564	73128	7.0
13565	73131	2.0
13566	73132	8.0
13567	73764	5.0
13568	73765	10.0
13569	74094	6.0
13570	74412	3.0
13571	74718	9.0
13572	74730	0.0
13573	74734	2.0
13574	75361	0.0
13575	75374	2.0
13576	19324	9.0
13577	19325	3.0
13578	19624	3.0
13579	19629	5.0
